# non-physical-nouns.tsv
#
# 16958 single-word English common nouns for which NO sense in Open English
# WordNet 2024 inherits from `physical entity` or `thing`. Every sense of every
# lemma below traces upward to `abstraction`.
#
# Generated: 2026-08-20
#
# ---------------------------------------------------------------------------
# ATTRIBUTION (required — this file is a derivative work)
# ---------------------------------------------------------------------------
# Derived from Open English WordNet 2024
#   https://github.com/globalwordnet/english-wordnet
#   Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0)
#   https://creativecommons.org/licenses/by/4.0/
#
# Cite as:
#   John P. McCrae, Alexandre Rademaker, Francis Bond, Ewa Rudnicka and
#   Christiane Fellbaum (2019) "English WordNet 2019 - An Open-Source WordNet
#   for English." In Proceedings of the 10th Global WordNet Conference (GWC
#   2019), Wroclaw.
#
# CC BY 4.0 permits commercial use and redistribution provided attribution is
# given and changes are indicated. Changes made here: filtered to single-word
# lowercase noun lemmas; removed lemmas having any `physical entity` sense;
# annotated each remaining lemma with its immediate branch(es) under
# `abstraction`; no lexical content was altered.
# ---------------------------------------------------------------------------
#
# FORMAT: lemma<TAB>branches   (branches semicolon-separated when a lemma has
# senses in more than one branch)
#
# Branch counts (as sole branch):
#   attribute: 4983
#   event: 3738
#   psychological feature: 1707
#   communication: 1402
#   measure: 1029
#   group: 586
#   relation: 542
#   right: 8
#   absolute: 1
#   otherworld: 1
#   set: 1
#   (multi-branch lemmas: 2960)
#
# NOTE ON `group`: WordNet files collective nouns (crowd, committee, herd)
# under `abstraction`. 586 lemmas here are group-only and are arguably
# concrete. Filter with: awk -F'\t' '$2 !~ /group/' non-physical-nouns.tsv
#
lemma	branches
stance	attribute;psychological feature
standardisation	attribute;event
standardization	attribute;event
standdown	attribute;event
standing	attribute;communication;event
standoff	event
standoffishness	attribute
standpoint	psychological feature
standstill	attribute;event
stank	psychological feature
stanza	communication
stapedectomy	event
stardom	attribute
stardust	attribute
stare	event
stargazing	event
starkness	attribute
starlessness	attribute
starting	event
startup	event
starvation	attribute;event
starving	event
stash	relation
stasis	attribute
statecraft	attribute
stateliness	attribute
statement	communication;event
statesmanship	attribute
static	communication;event
statics	psychological feature
stationariness	attribute
statistic	psychological feature
statistics	psychological feature
statuary	group
stature	attribute
status	attribute
statute	communication
staunchness	attribute
stead	event
steadfastness	attribute
steadiness	attribute
steal	event;relation
stealing	event
stealth	event
stealthiness	attribute
steaminess	attribute
steamtightness	attribute
steatocystoma	attribute
steatopygia	attribute
steatorrhea	psychological feature
steeplechase	event
steepness	relation
steerageway	relation
steering	event
steganography	event
stemmatics	psychological feature
stemmatology	psychological feature
stench	psychological feature
stenography	communication;event
stenosis	attribute
stephead	communication
steprelationship	relation
steradian	measure
stereochromy	event;psychological feature
stereophotography	event
stereoscopy	psychological feature
stereotype	psychological feature
sterileness	attribute
sterilisation	event
sterility	attribute
sterilization	event
sterling	measure
sternness	attribute
stewardship	event
stewing	attribute;event
sthene	measure
stickball	event
stickiness	attribute
sticklerism	attribute
stickup	event
stiffness	attribute
stifling	event
stigmata	attribute
stigmatisation	event
stigmatism	attribute;psychological feature
stigmatization	event
stillbirth	event
stimulus	psychological feature
sting	attribute;event;psychological feature
stinginess	attribute
stinging	psychological feature
stink	psychological feature
stinkiness	attribute
stipend	relation
stipulation	communication;event
stir	attribute;event
stirring	event
stitching	event
stochasticity	attribute
stockholding	relation
stockholdings	relation
stockiness	attribute
stockpile	group;relation
stockpiling	event
stocktake	event
stocktaking	event;psychological feature
stodginess	attribute
stoichiometry	relation
stoicism	attribute
stolidity	attribute
stolidness	attribute
stomachache	psychological feature
stomatitis	psychological feature
stomp	event;psychological feature
stonewalling	event
stoning	event
stopgap	event
stoplight	communication
stops	event
storyline	communication
stotinka	measure
stoutheartedness	attribute
stoutness	attribute
stowing	event
strabismus	attribute
strabotomy	event
straddle	communication;event;psychological feature
strafe	event
straggle	group
straightforwardness	attribute
strain	attribute;communication;event;group;psychological feature
straining	event
straits	attribute;event
strangeness	attribute;psychological feature
stranglehold	attribute;event
strangles	attribute
strangling	event
strangulation	attribute;event
strapado	event
strapline	communication
strappado	event
stratagem	event;psychological feature
strategics	psychological feature
strategy	psychological feature
stratigraphy	psychological feature
stratocracy	group
strength	attribute
strengthening	event
strenuosity	attribute
strenuousness	attribute
stretchability	attribute
stretchiness	attribute
stretching	event
strewing	event
strictness	attribute
stricture	attribute;communication
stride	event;measure
stridence	attribute
stridency	attribute
stridor	psychological feature
stridulation	event
strife	attribute;event
strike	event
strikebreaking	event
strikeout	event
striking	event
strikingness	attribute
stringency	attribute
strings	communication;group
stripes	psychological feature
striping	event
stripping	event
striving	event
stroking	event
stroll	event
strophe	communication
structuralism	psychological feature
struggle	event
strum	event
struma	attribute
stubbiness	attribute
stubbornness	attribute
studbook	communication
studentship	event
studiousness	attribute
studying	psychological feature
stuffiness	attribute;psychological feature
stultification	communication;event
stumble	event
stumper	communication
stumping	event
stuntedness	attribute
stunting	event
stupefaction	attribute;event
stupidity	event;psychological feature
stupor	attribute
sturdiness	attribute
stutter	attribute
stye	attribute
stylemark	attribute
styling	event
stylisation	event
stylishness	attribute
stylization	event
stylostixis	event
stymie	attribute
stymy	attribute
stypsis	attribute
suability	attribute
suasion	event
suaveness	attribute
suavity	attribute
subbing	event
subception	psychological feature
subclass	group
subcommittee	group
subconscious	psychological feature
subconsciousness	attribute
subcontract	communication
subculture	group
subdimension	attribute
subdirectory	communication
subdominant	communication
subduedness	attribute
subentry	communication
subfamily	group
subfigure	attribute
subgenus	group
subgroup	group;set
subhead	communication
subheading	communication
subjection	attribute;event
subjectiveness	attribute
subjectivism	attribute;psychological feature
subjectivity	attribute
subjoining	event
subjugation	attribute;event
subjunction	event
subjunctive	relation
subkingdom	group
sublease	relation
sublet	relation
sublimation	event
sublimit	measure
sublimity	attribute
subluxation	event
submediant	communication
submenu	communication
submergence	event
submerging	event
submersion	event
submission	attribute;communication;event
submissiveness	attribute
subnormality	attribute;psychological feature
suborder	group
subordinateness	attribute
subordination	attribute;event;relation
subornation	communication
subpart	relation
subphylum	group
subpoena	communication
subpoint	psychological feature
subpopulation	group
subprogram	communication
subrogation	event
subroutine	communication
subscript	communication
subscription	event;relation
subsequence	attribute;event
subsequentness	attribute
subservience	attribute
subservientness	attribute
subset	set
subsidence	event
subsidiarity	attribute
subsiding	event
subsidisation	event;measure
subsidization	event;measure
subsidy	relation
subsistence	attribute;relation
subspace	attribute;set
subspecies	group
substantiality	attribute
substantialness	attribute
substantiation	event;psychological feature
substantive	relation
substitutability	attribute
substituting	event
substitution	event
substring	group
subsumption	communication;psychological feature
subsystem	group
subterfuge	communication
subtitle	communication
subtlety	attribute;communication
subtonic	communication
subtotal	psychological feature
subtraction	event
subtrahend	measure
subtreasury	relation
subtweeting	event
subunit	measure
subvention	event;relation
subversion	event
subversiveness	attribute
succedaneum	psychological feature
successfulness	attribute
successiveness	attribute
succinctness	communication
succor	event
succour	event
succuba	psychological feature
succubus	psychological feature
succulence	attribute
succulency	attribute
succussion	event
sucre	measure
suddenness	attribute
sudoku	communication
sudra	group
sufferance	attribute
suffering	attribute;psychological feature
sufficiency	attribute;measure
suffix	relation
suffixation	event
suffocation	attribute;event
suffrage	right
suffragism	psychological feature
sugariness	attribute;psychological feature
suggestibility	attribute
suggestion	communication;event;measure;psychological feature
suggestiveness	attribute
suitability	attribute
suitableness	attribute
sulk	attribute
sulkiness	attribute
sullenness	attribute
summarisation	event
summarization	event
summary	communication
summer	measure
summersault	event
summerset	event
summertime	measure
summoning	psychological feature
sumo	event
sumpsimus	communication
sumptuosity	attribute
sumptuousness	attribute
sunburn	attribute
sundate	event;group
sundown	psychological feature
sunniness	attribute
sunstroke	attribute
suntan	attribute
sunup	psychological feature
sup	measure
superabundance	attribute
superannuation	attribute;event;relation
superbia	event
superciliousness	event
superclass	group
superego	psychological feature
supererogation	event
superfamily	group
superfecta	event
superfecundation	event
superfetation	event
superficiality	attribute
superfluity	attribute
superhumanity	attribute
superinfection	attribute
superintelligence	psychological feature
superintendence	event
superiority	attribute;event
superlative	attribute;communication;relation
supernaturalism	attribute;psychological feature
supernaturalness	attribute
superorder	group
superordination	relation
superpatriotism	attribute
superphylum	group
superpower	group
superscript	communication
superscription	communication;event
supersedure	event
supersession	event
superstition	psychological feature
supersymmetry	psychological feature
supertax	relation
supertitle	communication
supertonic	communication
supervention	event
supervillain	event;psychological feature
supervising	event
supervision	event
supination	event
suppertime	psychological feature
supplanting	event
supplementation	attribute;event
suppleness	attribute
supplication	event
supplying	event
supporting	event
supposal	psychological feature
supposition	communication;psychological feature
suprainfection	attribute
suprarenalectomy	event
supremacism	psychological feature
supremacy	attribute
suprematism	group
surcease	event
surcharge	relation
surd	relation
sureness	attribute
surf	event
surfacing	event
surfboarding	event
surfing	event
surfriding	event
surge	event
surjection	relation
surliness	attribute
surmisal	communication
surmise	communication
surname	relation
surplus	attribute
surplusage	attribute
surprisal	event
surprise	attribute;event
surprisingness	attribute
surrealism	group
surrebuttal	communication
surrebutter	communication
surrejoinder	communication
surrender	attribute;event
surtax	relation
surtitle	communication
surveillance	event
survey	communication;event
surveying	event
susceptibility	attribute
susceptibleness	attribute
suspense	attribute
suspicion	attribute;psychological feature
suspiciousness	attribute
suspiration	communication
sustainability	attribute
sustainment	event
sustentation	event
susurration	communication;event
susurrus	event
sutra	communication
suttee	event
suturing	event
suzerain	group
svoboda	attribute
swabbing	event
swad	group
swank	attribute
swap	event
swarm	group
swarthiness	attribute
swash	event
swashbuckling	attribute
swat	event
sway	attribute;event
swearing	communication
swearword	communication
sweeping	event
sweepstakes	event
sweetness	attribute;psychological feature
swerve	event
swerving	event
swiftness	attribute
swim	event
swimming	event
swindle	event
swinging	event
swinishness	attribute
swipe	event
swirl	attribute
swish	event
switcheroo	event
switching	event
swither	attribute
swivet	attribute
swiz	event
swoon	event
swoop	communication;event
swoosh	event
swop	event
swordplay	event
swordsmanship	psychological feature
sycophancy	attribute
syllabary	communication
syllabication	event
syllabicity	group
syllabification	event
syllable	relation
syllabus	communication
syllepsis	communication
syllogism	psychological feature
syllogistic	psychological feature
sylvan	psychological feature
symbiosis	relation
symbol	communication;psychological feature
symbolatry	event
symbolisation	communication;event;psychological feature
symbolising	event
symbolism	communication;event;group
symbolization	communication;event;psychological feature
symbolizing	event
symbology	psychological feature
symbololatry	event
symmachy	communication
symmetricalness	attribute
sympathectomy	event
sympathy	attribute;psychological feature;relation
sympatry	attribute
symphony	communication;group
symploce	communication
symposium	event
symptom	communication;psychological feature
synaesthesia	psychological feature
synapse	attribute
syncategorem	relation
syncategoreme	relation
synchroneity	relation
synchronicity	relation
synchronisation	event;relation
synchronising	event
synchronism	relation
synchronization	event;relation
synchronizing	event;relation
synchrony	relation
syncopation	attribute;communication
syncope	communication;event
syndactylism	attribute
syndactyly	attribute
syndicalism	group
syndicate	group
syndication	event
syndrome	psychological feature
synecdoche	communication
synechia	attribute
synesthesia	psychological feature
synod	event
synonym	relation
synonymity	relation
synonymousness	relation
synonymy	relation
synopsis	communication
synovitis	psychological feature
synset	group
syntagm	communication;group
syntagma	communication;group
syntax	group;psychological feature
syntony	attribute
syph	attribute
syphilis	attribute
syringeful	measure
systematics	psychological feature
systematisation	event
systematism	event
systematization	event
systole	event
t	communication;measure
tabes	psychological feature
tablature	communication
tableau	group;psychological feature
tablespoonful	measure
taboo	attribute;psychological feature
tabu	attribute;psychological feature
tabulation	communication;event
tachogram	communication
tachycardia	attribute
tachygraphy	communication
taciturnity	attribute
tackiness	attribute
tact	attribute
tactfulness	attribute
tactic	psychological feature
tactics	psychological feature
tactility	psychological feature
tactlessness	attribute
tad	measure
taekwondo	event
tael	measure
taichi	event
taichichuan	event
tailing	event
tailoring	event
tailspin	attribute;event
taint	attribute
taka	measure
take	event;relation
takedown	communication;event
takeoff	communication;event;psychological feature
takeover	event
taking	event
takings	relation
tala	measure
tale	communication
talentlessness	psychological feature
talipes	attribute
talk	communication;event
talkativeness	attribute
talking	communication
talks	communication
tall	attribute
tallness	attribute
tally	communication;event
tambala	measure
tameness	attribute
tampering	event
tamponade	attribute
tamponage	attribute
tan	attribute;relation
tanga	measure
tangent	attribute;relation
tangibility	attribute
tangibleness	attribute
tanginess	attribute
tango	communication;event;psychological feature
tankage	event;measure;relation
tankful	measure
tantalization	event
tantra	communication
tantrum	attribute
tapering	event
taphephobia	attribute
tapinosis	communication
tapotement	event
tapping	event
taps	communication
taradiddle	communication
tarantella	communication;event;psychological feature
tarantelle	event;psychological feature
tarantism	attribute
tardiness	attribute
tariff	relation
tarnish	attribute
tarradiddle	communication
tarriance	event
tarsitis	psychological feature
tartness	attribute;psychological feature
task	event
taste	attribute;event;measure;psychological feature
tastefulness	attribute
tastelessness	attribute
tastiness	attribute
tat	attribute
tattle	event
tau	communication
taunt	event
taunting	event
taupe	attribute
tauromachy	event
tautness	attribute
tautology	communication
tawdriness	attribute
tawniness	attribute
tax	relation
taxability	attribute
taxation	event;relation
taxidermy	psychological feature
taxon	group
taxonomy	event;group;psychological feature
te	relation
teachership	event
teaching	event;psychological feature
teacupful	measure
team	group
teamwork	event
teardrop	attribute;measure
tearfulness	attribute
tearjerker	communication
teasing	event
teaspoonful	measure
tebibit	measure
tebibyte	measure
tech	group
technicality	attribute;psychological feature
technicolor	psychological feature
technique	attribute;psychological feature
techno	communication
technobabble	communication
technocracy	group
technophilia	attribute
technophobia	attribute
tectonics	psychological feature
tediousness	attribute
tedium	attribute
teemingness	attribute
teens	measure
teeoff	event
teeth	group
teetotaling	event
teetotalism	event
tefillin	communication
telco	group
telecast	communication
telecommerce	event
telecommuting	event
teleconference	communication
teleconferencing	communication
telegnosis	communication
telegram	communication
telegraphese	communication
telekinesis	communication
telemark	event
telemarketing	event
telemetry	event
teleology	psychological feature
telepathy	communication
telephotography	event
teleportation	event
telerobotics	psychological feature
telescopy	psychological feature
teleselling	event
televangelism	event
televisuality	attribute
teleworking	event
telling	event
telophase	measure
temerity	attribute
temper	attribute
temperament	attribute;event
temperance	attribute;event
temperature	attribute;measure;psychological feature
tempering	event
template	psychological feature
templet	psychological feature
tempo	attribute;relation
temporal	group
temporality	relation
temporalization	event
temporalty	group;relation
temporariness	attribute
temptation	attribute;event;psychological feature
temptingness	attribute
tenability	attribute
tenableness	attribute
tenaciousness	attribute
tenacity	attribute
tenancy	event
tenantry	group
tendentiousness	psychological feature
tenderheartedness	attribute
tenderisation	event
tenderization	event
tenderness	attribute;psychological feature
tending	event
tendinitis	psychological feature
tendonitis	psychological feature
tendosynovitis	psychological feature
tenesmus	psychological feature
tenet	psychological feature
tenge	measure
tenner	measure
tennis	event
tenonitis	psychological feature
tenosynovitis	psychological feature
tenpence	measure
tenpins	event
tense	group
tenseness	attribute
tensity	attribute
tenth	attribute;measure
tenting	event
tenuity	attribute
tenure	measure;right
tepidity	attribute;measure
tepidness	attribute;measure
terabit	measure
terabyte	measure
teraflop	measure
terahertz	relation
teratology	psychological feature
teratoma	attribute
teraton	measure
terce	psychological feature
tercentenary	measure
tercentennial	measure
tercet	measure
tergiversation	event
terminality	attribute
terminology	relation
terms	attribute;relation
ternary	measure
ternion	measure
terpsichore	event;psychological feature
terribleness	attribute
territorialisation	event
territoriality	event
territorialization	event
terrorisation	event
terrorism	event
terrorization	event
terseness	communication
terzetto	measure
tesla	measure
tessellation	event
tesseract	attribute
testament	communication;psychological feature
testimonial	communication
testimony	communication
testiness	attribute
testing	event
tetanilla	psychological feature
tetanus	attribute;event
tetany	psychological feature
tetartanopia	attribute
tetchiness	attribute
teth	communication
tetherball	event
tetrad	measure
tetragon	attribute
tetragram	relation
tetrahedron	attribute
tetralogy	event
tetrameter	communication
tetri	measure
texting	event
texture	attribute;psychological feature
thalassaemia	attribute
thalassemia	attribute
thalweg	attribute;communication
thanatology	psychological feature
thanatophobia	attribute
thanatopsis	communication
thaneship	event
thankfulness	attribute
thanks	communication;event
thanksgiving	event
thaumatolatry	event
thaumaturgy	event;psychological feature
theanthropism	psychological feature
theatrical	event
theatricality	attribute
theatrology	psychological feature
thebe	measure
theft	event
theism	attribute;psychological feature
thelarche	event
theme	communication;psychological feature;relation
then	measure
theocentrism	psychological feature
theocracy	group;psychological feature
theodicy	psychological feature
theogony	psychological feature
theology	event;psychological feature
theophany	event
theorem	communication;psychological feature
theorisation	psychological feature
theorization	psychological feature
theory	psychological feature
theosophism	psychological feature
theosophy	psychological feature
theoterrorism	event
therapeutics	psychological feature
therapy	event
thereness	attribute
therm	measure
thermalgesia	psychological feature
thermionics	psychological feature
thermocautery	event
thermochemistry	psychological feature
thermodynamics	psychological feature
thermogram	communication
thermography	event
thermogravimetry	event
thermometry	event
thermostatics	psychological feature
thermotherapy	event
thesis	communication
theta	communication
thicket	group
thickness	attribute;communication
thievery	event
thieving	event
thievishness	attribute
thimbleful	measure
thimblerig	event
things	relation
think	psychological feature
thinking	psychological feature
thinness	attribute
thinning	event
thirst	attribute
thirstiness	attribute
thirteen	measure
thirteenth	attribute
thirties	measure
thirtieth	attribute
thirty	measure
thistledown	attribute
thoracentesis	event
thoracocentesis	event
thoracotomy	event
thorniness	attribute
thoroughness	attribute
thou	measure
thought	psychological feature
thoughtfulness	attribute;event;psychological feature
thoughtlessness	attribute
thousand	measure
thousandth	attribute;measure
thraldom	attribute
thralldom	attribute
thrash	event
thrashing	event
threadiness	attribute
threepence	measure
threescore	group
threesome	group;measure
threnody	communication
threshing	event
thriftiness	attribute
thriftlessness	attribute
thrill	attribute;event
thriller	communication
throb	event;psychological feature
throbbing	event
throe	attribute;psychological feature
throes	attribute
thrombasthenia	attribute
thrombectomy	event
thrombocytopenia	attribute
thrombocytosis	psychological feature
thromboembolism	event
thrombopenia	attribute
thrombophlebitis	psychological feature
thrombosis	event
thrombus	group
throng	group
throttlehold	attribute
throttling	event
thrum	event
thrusting	event
thud	event
thuggee	event
thuggery	event
thumbprint	communication
thump	event
thumping	event
thunderbird	psychological feature
thunderclap	event
thunderousness	attribute
thunk	event
thwack	event
thwarting	event
thyreophoran	group
thyroidectomy	event
thyroiditis	psychological feature
thyromegaly	attribute
thyrotoxicosis	attribute
tic	psychological feature
tical	measure
ticket	attribute;communication
tickle	event;psychological feature
tickler	communication
tickling	event
ticktack	communication
ticktacktoe	event
ticktacktoo	event
ticktock	event
tictac	event
tiddlywinks	event
tide	event;measure
tidiness	attribute
tidings	communication
tiebreaker	measure
tierce	measure;psychological feature
tiff	event
tightening	event
tightfistedness	attribute
tightness	attribute;psychological feature;relation
tilde	communication
tiling	event
tilling	event
tilt	event;psychological feature;relation
timbre	attribute
time	attribute;event;measure;psychological feature
timekeeping	event
timelessness	attribute
timeline	communication
timeliness	attribute
times	event;measure
timetable	communication
timework	event
timid	group
timidity	attribute
timidness	attribute
timing	attribute;event
timorousness	attribute
ting	event
tinge	attribute;measure
tingle	attribute;psychological feature
tingling	psychological feature
tininess	attribute
tinkle	event
tinning	event
tinnitus	psychological feature
tinting	event
tintinnabulation	event
tipple	measure
tipsiness	attribute
tipstaff	communication
tirade	event
tiredness	attribute
tirelessness	attribute
tiresomeness	attribute
titer	attribute
tithe	relation
titillation	attribute;event
titivation	event
title	attribute;communication;relation;right
titration	event
titre	attribute
titter	communication
tittivation	event
tittle	measure
tiyin	measure
tizzy	attribute
tkm	measure
toasting	event
tobogganing	event
toccata	communication
tocktact	event
tocology	psychological feature
tod	measure
today	attribute;measure
toea	measure
togetherness	attribute
toil	event
toilette	event
toilsomeness	attribute
tolerance	attribute;event;psychological feature
toleration	attribute;event
toll	attribute;event;relation
tombola	event
tomboyishness	attribute
tomfoolery	event
tommyrot	communication
tomography	event
tomorrow	attribute;measure
ton	measure
tonality	communication
tone	attribute;communication;psychological feature
tonicity	attribute
tonight	attribute
tonnage	relation
tonne	measure
tonometry	event
tons	measure
tonsillectomy	event
tonsillitis	psychological feature
tontine	relation
tonus	attribute
toot	event
toothache	psychological feature
toothlessness	attribute
toothsomeness	attribute
tootle	event
topic	communication;psychological feature
topicality	attribute
topicalization	communication
topognosia	psychological feature
topognosis	psychological feature
topography	attribute;psychological feature
topolatry	event
topology	psychological feature
toponomy	psychological feature;relation
toponym	relation
toponymy	psychological feature;relation
topos	psychological feature
topspin	event
torment	attribute;event;psychological feature
toroid	attribute
torpidity	attribute
torpidness	attribute
torpor	attribute
torr	measure
torridity	attribute;measure
tort	event
torticollis	attribute
tortuosity	attribute
tortuousness	attribute
torture	attribute;event;psychological feature
torturing	event
tosh	communication
toss	event
totalism	psychological feature
totalitarianism	group;psychological feature
totemism	psychological feature
totipotence	attribute
totipotency	attribute
touch	attribute;communication;event;measure;psychological feature
touchback	psychological feature
touchdown	event
touchiness	attribute
touching	event
touchline	communication
touchstone	measure
toughness	attribute
tour	event;measure
tourism	event
touristry	event
tournament	event
tourney	event
tow	event
towage	event
townsfolk	group
townspeople	group
toxaemia	attribute
toxemia	attribute
toxicity	attribute;measure
toxicology	psychological feature
toxoplasmosis	attribute
toying	event
tracheitis	psychological feature
tracheobronchitis	psychological feature
tracheostomy	event
tracheotomy	event
trachoma	attribute
tracking	event
tractability	attribute
tractableness	attribute
trad	communication;psychological feature
tradecraft	psychological feature
trademark	attribute;communication
tradeoff	event
tradespeople	group
trading	event
tradition	psychological feature
traditionalism	attribute;event;psychological feature
traditionality	attribute
traducement	communication
traffic	event;group
trafficator	communication
tragedy	communication;event
tragicomedy	communication
tragifarce	communication
trailing	event
trainband	group
traineeship	relation
training	attribute;event
trainload	measure
trait	attribute
traitorousness	attribute
trample	event
trampling	event
trance	attribute;communication;psychological feature
tranche	relation
tranquility	attribute
tranquillity	attribute
transaction	event
transactions	communication
transcendence	attribute
transcendency	attribute
transcendentalism	psychological feature
transcript	communication
transferability	attribute
transferral	event
transfiguration	event
transformation	event;psychological feature;relation
transfusion	event
transgene	group
transience	attribute
transiency	attribute
transition	communication;event
transitive	group
transitiveness	relation
transitivity	relation
transitoriness	attribute
transliteration	communication
translucence	attribute
translucency	attribute
transmigration	event
transmittal	event
transmittance	measure
transmitting	event
transmogrification	event
transmutability	attribute
transmutation	event
transparentness	attribute
transplantation	event
transplanting	event
transposability	attribute
transpose	group
transposition	attribute;event;psychological feature
transsexualism	attribute
transshipment	event
transubstantiation	event;psychological feature
transvestism	event
transvestitism	event
trapezohedron	attribute
trapshooting	event
trashiness	attribute
trauma	attribute
traumatology	psychological feature
traumatophobia	attribute
travel	event
traveling	event
travelling	event
travelog	event
travelogue	event
traversal	event
travesty	communication
trayful	measure
treacherousness	attribute
treachery	attribute;event
treason	attribute;event
treasurership	event
treatise	communication
treatment	attribute;event
treaty	communication
treble	attribute
trek	event
trembles	attribute
trembling	attribute
tremendismo	group
tremolo	attribute;event
trenchancy	attribute
trephination	event
trepidation	attribute
trespass	event
triad	communication;group;measure
triage	event
trial	event;psychological feature
triangularity	attribute
triangulation	event;psychological feature
tribalisation	event
tribalism	attribute;psychological feature
tribalization	event
tribe	group
tribology	psychological feature
tribulation	event
tribunal	group
tribuneship	event
tribute	communication;event
trice	measure
trichiniasis	attribute;psychological feature
trichinosis	attribute;psychological feature
trichomoniasis	attribute
trichotillomania	psychological feature
trichotomy	group
trichromacy	psychological feature
trichuriasis	attribute
trickery	communication;event
trickiness	attribute
trickle	event
triennial	measure
trifling	event
trifurcation	event
trig	psychological feature
trigonometry	psychological feature
trigram	relation
trilateral	attribute
trill	communication
trillion	measure
trillionth	measure
trilogy	group
trimester	measure
trimness	attribute
trine	measure
trinity	group;measure
trinketry	group
trio	communication;group;measure
triple	event;group;psychological feature
triplicity	attribute;group
tripos	event
tripton	group
triskaidekaphobia	attribute
trismus	psychological feature
trisomy	attribute
trisyllable	relation
tritanopia	attribute
triteness	psychological feature
tritheism	attribute;psychological feature
triumph	attribute;event
triumvirate	group
trivium	psychological feature
trochee	communication
trojan	communication
trolling	event
trombiculiasis	attribute
troop	group
troops	group
trope	communication
trophobiosis	relation
trophy	communication
troponomy	group
troponym	relation
troponymy	group;relation
trot	communication;event
troth	communication;event
trouble	attribute;event
troublesomeness	attribute
trouncing	event
troupe	group
trove	relation
troy	measure
truancy	event
truce	attribute
truckage	event;relation
trucking	event
truckling	event
truculence	attribute
truculency	attribute
trudge	event
true	relation
trueness	attribute
truism	communication
trumping	event
truncation	attribute;event
trust	attribute;group;psychological feature;relation
trustfulness	attribute
trustiness	attribute
trustingness	attribute
trustworthiness	attribute
truth	attribute;communication;psychological feature
truthfulness	attribute
try	event
tryout	event;psychological feature
tryst	event;group
tsoris	attribute
tsunami	event
tsuris	event
tubbiness	attribute
tuberculosis	attribute
tubful	measure
tucket	communication
tughrik	measure
tugrik	measure
tuition	event;relation
tularaemia	attribute
tularemia	attribute
tumble	event
tumbling	event
tumescence	attribute;psychological feature
tumidity	attribute;psychological feature
tumidness	attribute;psychological feature
tumor	attribute
tumour	attribute
tumult	attribute;event
tumultuousness	attribute
tune	attribute;communication;event
tunefulness	attribute
tuning	event
tunnage	relation
tuppence	measure
turbidity	attribute
turbidness	attribute
turgidity	communication
turgidness	communication
turgor	attribute
turmoil	attribute;event
turn	attribute;event;measure;psychological feature
turnability	attribute
turnabout	event;psychological feature
turndown	event
turnround	event
turnverein	group
turpitude	event
tushery	communication
tussle	event
tussock	group
tutelage	event
tutorial	communication
tutorship	event
twaddle	communication
twain	measure
twang	attribute;event
tweak	event
tweediness	attribute
tweegram	event
tweet	event
twelfth	attribute;measure
twelve	measure
twelvemonth	measure
twenties	measure
twentieth	attribute
twenty	measure
twiddle	event
twinge	attribute;psychological feature
twinkle	attribute;event
twinkling	measure
twirl	attribute;event
twisting	event
twitch	psychological feature
twitching	psychological feature
twitter	event
twitterverse	psychological feature
twofer	communication
twopence	measure
twosome	group;measure
tying	event
tyiyn	measure
tympanites	attribute
tympanitis	psychological feature
tympanoplasty	event
typeface	communication
typescript	communication
typewriting	communication
typhoid	attribute
typhus	attribute
typicality	attribute
typification	event;psychological feature
typing	communication
typo	communication
typography	communication;event
typology	event
tyrannicide	event
tyranny	attribute;group
tyrosinemia	attribute
u	communication
ubiety	attribute
ubiquitousness	attribute
ubiquity	attribute
ugliness	attribute
ukase	communication
ulalgia	psychological feature
ulama	group
ulatrophia	attribute
ulcer	attribute
ulema	group
ulemorrhagia	attribute
ulitis	psychological feature
ullage	measure
ulteriority	attribute
ultima	relation
ultimacy	attribute
ultimate	attribute
ultimateness	attribute
ultimatum	communication
ultramodernity	attribute
ultramontanism	psychological feature
ultranationalism	attribute
ultrasonography	event
ululation	communication
umbo	attribute
umbra	attribute
umbrage	attribute
umlaut	communication
umpirage	communication;psychological feature
unacceptability	attribute
unacceptableness	attribute
unadaptability	attribute
unaffectedness	attribute
unalterability	attribute
unambiguity	attribute
unanimity	attribute
unappetisingness	attribute
unappetizingness	attribute
unapproachability	attribute
unary	communication
unassertiveness	attribute
unassumingness	attribute
unattainability	attribute
unattainableness	attribute
unattractiveness	attribute
unavailability	attribute
unavoidability	attribute
unawareness	attribute
unbalance	attribute
unbecomingness	attribute
unbelief	psychological feature
unboundedness	attribute
unbreakableness	attribute
unceremoniousness	attribute
uncertainness	attribute
uncertainty	attribute
unchangeability	attribute
unchangeableness	attribute
unchangingness	attribute
uncheerfulness	attribute
uncial	communication
uncleanliness	attribute
uncleanness	attribute
unclearness	attribute
uncloudedness	attribute
uncomfortableness	attribute
uncommonness	attribute
uncommunicativeness	attribute
uncompetitiveness	attribute
unconcern	attribute
unconditionality	attribute
unconfessed	group
uncongeniality	attribute
unconnectedness	relation
unconscientiousness	attribute
unconscious	psychological feature
unconsciousness	attribute
unconstitutionality	attribute
unconstraint	attribute
unconventionality	attribute;psychological feature
uncouthness	attribute
uncovering	event
uncreativeness	psychological feature
unctuousness	attribute
uncus	attribute
undecagon	attribute
undependability	attribute
